VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,Effect,lsmeans,lsmeans_stderr,covariatestructure
WEEK 8,8,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.002094,0.01447,Unstructured
WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02399,0.01581,Unstructured
WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02461,0.01604,Unstructured
WEEK 12,9,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.004994,0.01543,Unstructured
WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02002,0.01631,Unstructured
WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,-0.01893,0.01591,Unstructured
WEEK 16,10,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02804,0.01508,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02851,0.01808,Unstructured
WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.01108,0.01957,Unstructured
WEEK 20,11,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.04027,0.01476,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.01962,0.02118,Unstructured
WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.02443,0.02182,Unstructured
WEEK 24,12,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.03823,0.01174,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.01321,0.01808,Unstructured
WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.002345,0.01647,Unstructured
WEEK 26,13,Placebo,0,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.01002,0.01674,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),TRTAN*VISITNUM,-0.02134,0.02557,Unstructured
WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),TRTAN*VISITNUM,0.001105,0.02458,Unstructured
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,Compound Symmetry
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,Compound Symmetry
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,Compound Symmetry
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,Compound Symmetry
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,Compound Symmetry
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,Compound Symmetry
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,Compound Symmetry
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,Compound Symmetry
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,Compound Symmetry
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,Compound Symmetry
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,Compound Symmetry
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,Compound Symmetry
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,First Order Autoregressive
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,First Order Autoregressive
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,First Order Autoregressive
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,First Order Autoregressive
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,First Order Autoregressive
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,First Order Autoregressive
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,First Order Autoregressive
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,First Order Autoregressive
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,First Order Autoregressive
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,First Order Autoregressive
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,First Order Autoregressive
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,First Order Autoregressive
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,Heterogeneous Compound Symmetry
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,Heterogeneous Compound Symmetry
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,Heterogeneous Compound Symmetry
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,Heterogeneous Compound Symmetry
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,Heterogeneous Compound Symmetry
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,Heterogeneous Compound Symmetry
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,Heterogeneous Compound Symmetry
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,Heterogeneous Compound Symmetry
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,Heterogeneous Compound Symmetry
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,Heterogeneous Compound Symmetry
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,Heterogeneous Compound Symmetry
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,Heterogeneous Compound Symmetry
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,Heterogeneous First Order Autoregressive
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,Heterogeneous First Order Autoregressive
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,Heterogeneous First Order Autoregressive
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,Heterogeneous First Order Autoregressive
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,Heterogeneous First Order Autoregressive
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,Heterogeneous First Order Autoregressive
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,Heterogeneous First Order Autoregressive
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,Heterogeneous First Order Autoregressive
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,Heterogeneous First Order Autoregressive
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,Heterogeneous First Order Autoregressive
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,Heterogeneous First Order Autoregressive
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,Heterogeneous First Order Autoregressive
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,Toeplitz
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,Toeplitz
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,Toeplitz
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,Toeplitz
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,Toeplitz
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,Toeplitz
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,Toeplitz
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,Toeplitz
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,Toeplitz
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,Toeplitz
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,Toeplitz
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,Toeplitz
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,Toeplitz
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,Toeplitz
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,Toeplitz
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,Toeplitz
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,Toeplitz
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,Toeplitz
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,Toeplitz
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,Toeplitz
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,Toeplitz
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,Toeplitz
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,Toeplitz
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,Toeplitz
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,Toeplitz
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,Toeplitz
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,Toeplitz
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,Toeplitz
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,Toeplitz
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,Toeplitz
,_,Placebo,0,PLAT,Platelet (GI/L),TRTAN,-4.6269,1.3594,Unstructured
,_,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN,2.2026,1.6966,Unstructured
,_,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN,3.6131,1.6656,Unstructured
WEEK 2,4,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.1908,3.8007,Unstructured
WEEK 2,4,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.5759,3.7987,Unstructured
WEEK 2,4,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.7406,3.7785,Unstructured
WEEK 4,5,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.6437,3.8246,Unstructured
WEEK 4,5,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,4.0196,4.0491,Unstructured
WEEK 4,5,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.1906,4.0516,Unstructured
WEEK 6,7,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7463,4.0238,Unstructured
WEEK 6,7,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.7783,4.4594,Unstructured
WEEK 6,7,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,5.3694,4.1345,Unstructured
WEEK 8,8,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-3.8800,4.0226,Unstructured
WEEK 8,8,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.2436,4.4215,Unstructured
WEEK 8,8,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.2906,4.5361,Unstructured
WEEK 12,9,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-9.7356,4.3222,Unstructured
WEEK 12,9,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.5358,4.5329,Unstructured
WEEK 12,9,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.4806,4.4616,Unstructured
WEEK 16,10,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-10.6382,4.1968,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.6519,5.1896,Unstructured
WEEK 16,10,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.5736,5.4419,Unstructured
WEEK 20,11,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-4.1692,4.0854,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,6.7827,5.8889,Unstructured
WEEK 20,11,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-1.5339,6.0627,Unstructured
WEEK 24,12,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-8.8819,3.2929,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,1.3707,5.2483,Unstructured
WEEK 24,12,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,3.1080,4.6528,Unstructured
WEEK 26,13,Placebo,0,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.2490,4.6965,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-2.7594,7.2591,Unstructured
WEEK 26,13,Xanomeline High Dose,81,PLAT,Platelet (GI/L),TRTAN*VISITNUM,-0.7016,6.8276,Unstructured
,_,Placebo,0,POLYCHR,Polychromasia,TRTAN,,,Compound Symmetry
,_,Xanomeline High Dose,81,POLYCHR,Polychromasia,TRTAN,,,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,POLYCHR,Polychromasia,TRTAN*VISITNUM,0,,Compound Symmetry
WEEK 20,11,Placebo,0,POLYCHR,Polychromasia,TRTAN*VISITNUM,0,,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,POLYCHR,Polychromasia,TRTAN*VISITNUM,0,,Compound Symmetry
WEEK 24,12,Placebo,0,POLYCHR,Polychromasia,TRTAN*VISITNUM,0,,Compound Symmetry
WEEK 26,13,Placebo,0,POLYCHR,Polychromasia,TRTAN*VISITNUM,0,,Compound Symmetry
,_,Placebo,0,POLYCHR,Polychromasia,TRTAN,,,First Order Autoregressive
,_,Xanomeline High Dose,81,POLYCHR,Polychromasia,TRTAN,,,First Order Autoregressive
