reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00624,0.18541087344827000,-0.01548,0.002998,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00620,0.19316025379534000,-0.01554,0.003141,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,-0.00004,0.99327668970889000,-0.00913,0.009057,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.01121,0.02229712788781430,-0.02082,-0.00160,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00266,0.63096831094432000,-0.01354,0.008214,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,-0.00854,0.09749204947885000,-0.01865,0.001563,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00103,0.84762730023312000,-0.01159,0.009524,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,0.001586,0.80248738826546000,-0.01085,0.01402,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,-0.00262,0.63377203682817000,-0.01341,0.008165,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00299,0.50488150544975000,-0.01179,0.005806,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00484,0.34197126390052000,-0.01484,0.005151,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,0.001852,0.66140247604169000,-0.00644,0.01014,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00123,0.84728124635216000,-0.01373,0.01128,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,0.003187,0.66608362555446000,-0.01130,0.01767,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,-0.00441,0.47788541606874000,-0.01661,0.007784,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00452,0.25965837823366000,-0.01239,0.003344,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00236,0.55728211033452000,-0.01023,0.005515,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,-0.00217,0.59095946386882000,-0.01008,0.005741,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00901,0.03182223556395800,-0.01724,-0.00078,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00418,0.33473113556141000,-0.01267,0.004313,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,-0.00484,0.25417844533121000,-0.01316,0.003481,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00441,0.32387444073352000,-0.01318,0.004356,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00591,0.18749001848352000,-0.01470,0.002880,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,0.001497,0.72785414839297000,-0.00694,0.009936,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00785,0.08485660697716000,-0.01677,0.001079,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00615,0.19659415157317000,-0.01548,0.003186,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,-0.00170,0.70618587441254000,-0.01055,0.007146,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00624,0.18541087344827000,-0.01548,0.002998,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00620,0.19316025379534000,-0.01554,0.003141,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,-0.00004,0.99327668970889000,-0.00913,0.009057,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.01121,0.02229712788781430,-0.02082,-0.00160,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00266,0.63096831094432000,-0.01354,0.008214,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,-0.00854,0.09749204947885000,-0.01865,0.001563,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00103,0.84762730023312000,-0.01159,0.009524,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,0.001586,0.80248738826546000,-0.01085,0.01402,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,-0.00262,0.63377203682817000,-0.01341,0.008165,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00299,0.50488150544975000,-0.01179,0.005806,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00484,0.34197126390052000,-0.01484,0.005151,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,0.001852,0.66140247604169000,-0.00644,0.01014,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00123,0.84728124635216000,-0.01373,0.01128,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,0.003187,0.66608362555446000,-0.01130,0.01767,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,-0.00441,0.47788541606874000,-0.01661,0.007784,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00452,0.25965837823366000,-0.01239,0.003344,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00236,0.55728211033452000,-0.01023,0.005515,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,-0.00217,0.59095946386882000,-0.01008,0.005741,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00901,0.03182223556395800,-0.01724,-0.00078,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00418,0.33473113556141000,-0.01267,0.004313,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,-0.00484,0.25417844533121000,-0.01316,0.003481,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00441,0.32387444073352000,-0.01318,0.004356,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00591,0.18749001848352000,-0.01470,0.002880,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,0.001497,0.72785414839297000,-0.00694,0.009936,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00785,0.08485660697716000,-0.01677,0.001079,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00615,0.19659415157317000,-0.01548,0.003186,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,-0.00170,0.70618587441254000,-0.01055,0.007146,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00624,0.18541087344827000,-0.01548,0.002998,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00620,0.19316025379534000,-0.01554,0.003141,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,-0.00004,0.99327668970889000,-0.00913,0.009057,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.01121,0.02229712788781430,-0.02082,-0.00160,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00266,0.63096831094432000,-0.01354,0.008214,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,-0.00854,0.09749204947885000,-0.01865,0.001563,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00103,0.84762730023312000,-0.01159,0.009524,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,0.001586,0.80248738826546000,-0.01085,0.01402,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,-0.00262,0.63377203682817000,-0.01341,0.008165,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00299,0.50488150544975000,-0.01179,0.005806,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00484,0.34197126390052000,-0.01484,0.005151,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,0.001852,0.66140247604169000,-0.00644,0.01014,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00123,0.84728124635216000,-0.01373,0.01128,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,0.003187,0.66608362555446000,-0.01130,0.01767,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,-0.00441,0.47788541606874000,-0.01661,0.007784,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00452,0.25965837823366000,-0.01239,0.003344,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00236,0.55728211033452000,-0.01023,0.005515,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,-0.00217,0.59095946386882000,-0.01008,0.005741,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00901,0.03182223556395800,-0.01724,-0.00078,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00418,0.33473113556141000,-0.01267,0.004313,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,-0.00484,0.25417844533121000,-0.01316,0.003481,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00441,0.32387444073352000,-0.01318,0.004356,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00591,0.18749001848352000,-0.01470,0.002880,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,0.001497,0.72785414839297000,-0.00694,0.009936,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00785,0.08485660697716000,-0.01677,0.001079,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00615,0.19659415157317000,-0.01548,0.003186,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,-0.00170,0.70618587441254000,-0.01055,0.007146,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00624,0.18541087344827000,-0.01548,0.002998,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00620,0.19316025379534000,-0.01554,0.003141,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,-0.00004,0.99327668970889000,-0.00913,0.009057,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.01121,0.02229712788781430,-0.02082,-0.00160,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00266,0.63096831094432000,-0.01354,0.008214,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,-0.00854,0.09749204947885000,-0.01865,0.001563,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00103,0.84762730023312000,-0.01159,0.009524,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,0.001586,0.80248738826546000,-0.01085,0.01402,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,-0.00262,0.63377203682817000,-0.01341,0.008165,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00299,0.50488150544975000,-0.01179,0.005806,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00484,0.34197126390052000,-0.01484,0.005151,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,0.001852,0.66140247604169000,-0.00644,0.01014,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00123,0.84728124635216000,-0.01373,0.01128,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,0.003187,0.66608362555446000,-0.01130,0.01767,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,-0.00441,0.47788541606874000,-0.01661,0.007784,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00452,0.25965837823366000,-0.01239,0.003344,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00236,0.55728211033452000,-0.01023,0.005515,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,-0.00217,0.59095946386882000,-0.01008,0.005741,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00901,0.03182223556395800,-0.01724,-0.00078,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00418,0.33473113556141000,-0.01267,0.004313,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,-0.00484,0.25417844533121000,-0.01316,0.003481,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00441,0.32387444073352000,-0.01318,0.004356,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00591,0.18749001848352000,-0.01470,0.002880,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,0.001497,0.72785414839297000,-0.00694,0.009936,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00785,0.08485660697716000,-0.01677,0.001079,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00615,0.19659415157317000,-0.01548,0.003186,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,-0.00170,0.70618587441254000,-0.01055,0.007146,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00624,0.18541087344827000,-0.01548,0.002998,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00620,0.19316025379534000,-0.01554,0.003141,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,-0.00004,0.99327668970889000,-0.00913,0.009057,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.01121,0.02229712788781430,-0.02082,-0.00160,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00266,0.63096831094432000,-0.01354,0.008214,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,-0.00854,0.09749204947885000,-0.01865,0.001563,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00103,0.84762730023312000,-0.01159,0.009524,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,0.001586,0.80248738826546000,-0.01085,0.01402,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,-0.00262,0.63377203682817000,-0.01341,0.008165,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00299,0.50488150544975000,-0.01179,0.005806,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00484,0.34197126390052000,-0.01484,0.005151,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,0.001852,0.66140247604169000,-0.00644,0.01014,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,-0.00123,0.84728124635216000,-0.01373,0.01128,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,0.003187,0.66608362555446000,-0.01130,0.01767,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,-0.00441,0.47788541606874000,-0.01661,0.007784,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03478,0.08598466016748000,-0.00493,0.07448,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02331,0.24818516877752000,-0.01627,0.06290,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01146,0.57349708792061000,-0.02847,0.05139,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04067,0.05243700574176750,-0.00043,0.08176,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001235,0.95430161125561000,-0.04101,0.04348,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03943,0.06095531777414610,-0.00181,0.08068,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09066,0.00005941756123896,0.04648,0.1348,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03519,0.12306332179442000,-0.07993,0.009547,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000001106008172,0.08286,0.1688,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1757,0.00000000000001363,0.1314,0.2201,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06392,0.00724107267658530,0.01729,0.1106,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1118,0.00000105288800275,0.06704,0.1565,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1305,0.00000004315803538,0.08397,0.1770,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004255,0.85974288790996000,-0.04296,0.05147,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1262,0.00000008039019529,0.08029,0.1721,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09885,0.00007352615266512,0.05007,0.1476,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01882,0.50366217712638000,-0.07402,0.03637,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1177,0.00000694697333322,0.06649,0.1689,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1133,0.00003402750658198,0.05984,0.1668,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06438,0.04513252831950240,0.001398,0.1274,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04894,0.07876740208562000,-0.00563,0.1035,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05051,0.02665195787052640,0.005855,0.09517,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00748,0.77203679833236000,-0.05815,0.04318,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05800,0.00667175648566325,0.01612,0.09988,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06171,0.05613863588375620,-0.00162,0.1250,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.01774,0.63589726603504000,-0.05575,0.09124,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04396,0.16193139130258000,-0.01766,0.1056,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03478,0.08598466016748000,-0.00493,0.07448,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02331,0.24818516877752000,-0.01627,0.06290,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01146,0.57349708792061000,-0.02847,0.05139,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04067,0.05243700574176750,-0.00043,0.08176,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001235,0.95430161125561000,-0.04101,0.04348,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03943,0.06095531777414610,-0.00181,0.08068,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09066,0.00005941756123896,0.04648,0.1348,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03519,0.12306332179442000,-0.07993,0.009547,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000001106008172,0.08286,0.1688,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1757,0.00000000000001363,0.1314,0.2201,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06392,0.00724107267658530,0.01729,0.1106,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1118,0.00000105288800275,0.06704,0.1565,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1305,0.00000004315803538,0.08397,0.1770,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004255,0.85974288790996000,-0.04296,0.05147,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1262,0.00000008039019529,0.08029,0.1721,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09885,0.00007352615266512,0.05007,0.1476,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01882,0.50366217712638000,-0.07402,0.03637,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1177,0.00000694697333322,0.06649,0.1689,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1133,0.00003402750658198,0.05984,0.1668,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06438,0.04513252831950240,0.001398,0.1274,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04894,0.07876740208562000,-0.00563,0.1035,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05051,0.02665195787052640,0.005855,0.09517,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00748,0.77203679833236000,-0.05815,0.04318,Toeplitz
