reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03471,0.08509257992996000,-0.00481,0.07424,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02322,0.24786669100898000,-0.01618,0.06263,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01149,0.57072393933535000,-0.02825,0.05124,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04086,0.05045996124429530,-0.00008,0.08179,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001108,0.95881353779575000,-0.04096,0.04317,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03975,0.05831907582500080,-0.00140,0.08090,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09211,0.00004218559686735,0.04811,0.1361,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03568,0.11629981542580000,-0.08021,0.008857,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1278,0.00000000588965024,0.08494,0.1706,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1776,0.00000000000000550,0.1335,0.2218,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06715,0.00463555185955630,0.02069,0.1136,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1105,0.00000125814167369,0.06593,0.1550,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1304,0.00000003833511284,0.08409,0.1767,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004569,0.84921621343399000,-0.04256,0.05169,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000008749635639,0.07991,0.1717,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09881,0.00006855428674036,0.05025,0.1474,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01911,0.49546375993236000,-0.07408,0.03586,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1179,0.00000608460487985,0.06695,0.1689,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1132,0.00003171335796722,0.06000,0.1665,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06855,0.03234214287347230,0.005779,0.1313,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04469,0.10743392194106000,-0.00973,0.09910,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05053,0.02590834338314950,0.006078,0.09498,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00422,0.86973491031539000,-0.05475,0.04630,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05475,0.01028189304636610,0.01295,0.09656,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03471,0.08509257992996000,-0.00481,0.07424,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02322,0.24786669100898000,-0.01618,0.06263,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01149,0.57072393933535000,-0.02825,0.05124,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04086,0.05045996124429530,-0.00008,0.08179,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001108,0.95881353779575000,-0.04096,0.04317,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03975,0.05831907582500080,-0.00140,0.08090,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09211,0.00004218559686735,0.04811,0.1361,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03568,0.11629981542580000,-0.08021,0.008857,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1278,0.00000000588965024,0.08494,0.1706,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1776,0.00000000000000550,0.1335,0.2218,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06715,0.00463555185955630,0.02069,0.1136,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1105,0.00000125814167369,0.06593,0.1550,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1304,0.00000003833511284,0.08409,0.1767,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004569,0.84921621343399000,-0.04256,0.05169,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000008749635639,0.07991,0.1717,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09881,0.00006855428674036,0.05025,0.1474,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01911,0.49546375993236000,-0.07408,0.03586,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1179,0.00000608460487985,0.06695,0.1689,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1132,0.00003171335796722,0.06000,0.1665,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06855,0.03234214287347230,0.005779,0.1313,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04469,0.10743392194106000,-0.00973,0.09910,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05053,0.02590834338314950,0.006078,0.09498,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00422,0.86973491031539000,-0.05475,0.04630,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05475,0.01028189304636610,0.01295,0.09656,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03471,0.08509257992996000,-0.00481,0.07424,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02322,0.24786669100898000,-0.01618,0.06263,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01149,0.57072393933535000,-0.02825,0.05124,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04086,0.05045996124429530,-0.00008,0.08179,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001108,0.95881353779575000,-0.04096,0.04317,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03975,0.05831907582500080,-0.00140,0.08090,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09211,0.00004218559686735,0.04811,0.1361,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03568,0.11629981542580000,-0.08021,0.008857,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1278,0.00000000588965024,0.08494,0.1706,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1776,0.00000000000000550,0.1335,0.2218,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06715,0.00463555185955630,0.02069,0.1136,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1105,0.00000125814167369,0.06593,0.1550,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1304,0.00000003833511284,0.08409,0.1767,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004569,0.84921621343399000,-0.04256,0.05169,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000008749635639,0.07991,0.1717,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09881,0.00006855428674036,0.05025,0.1474,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01911,0.49546375993236000,-0.07408,0.03586,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1179,0.00000608460487985,0.06695,0.1689,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1132,0.00003171335796722,0.06000,0.1665,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06855,0.03234214287347230,0.005779,0.1313,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04469,0.10743392194106000,-0.00973,0.09910,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05053,0.02590834338314950,0.006078,0.09498,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00422,0.86973491031539000,-0.05475,0.04630,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05475,0.01028189304636610,0.01295,0.09656,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03471,0.08509257992996000,-0.00481,0.07424,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02322,0.24786669100898000,-0.01618,0.06263,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01149,0.57072393933535000,-0.02825,0.05124,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04086,0.05045996124429530,-0.00008,0.08179,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001108,0.95881353779575000,-0.04096,0.04317,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03975,0.05831907582500080,-0.00140,0.08090,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09211,0.00004218559686735,0.04811,0.1361,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03568,0.11629981542580000,-0.08021,0.008857,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1278,0.00000000588965024,0.08494,0.1706,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1776,0.00000000000000550,0.1335,0.2218,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06715,0.00463555185955630,0.02069,0.1136,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1105,0.00000125814167369,0.06593,0.1550,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1304,0.00000003833511284,0.08409,0.1767,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004569,0.84921621343399000,-0.04256,0.05169,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000008749635639,0.07991,0.1717,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09881,0.00006855428674036,0.05025,0.1474,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01911,0.49546375993236000,-0.07408,0.03586,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1179,0.00000608460487985,0.06695,0.1689,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1132,0.00003171335796722,0.06000,0.1665,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06855,0.03234214287347230,0.005779,0.1313,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04469,0.10743392194106000,-0.00973,0.09910,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05053,0.02590834338314950,0.006078,0.09498,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00422,0.86973491031539000,-0.05475,0.04630,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05475,0.01028189304636610,0.01295,0.09656,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.03471,0.08509257992996000,-0.00481,0.07424,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02322,0.24786669100898000,-0.01618,0.06263,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.01149,0.57072393933535000,-0.02825,0.05124,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.04086,0.05045996124429530,-0.00008,0.08179,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.001108,0.95881353779575000,-0.04096,0.04317,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03975,0.05831907582500080,-0.00140,0.08090,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09211,0.00004218559686735,0.04811,0.1361,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.03568,0.11629981542580000,-0.08021,0.008857,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1278,0.00000000588965024,0.08494,0.1706,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1776,0.00000000000000550,0.1335,0.2218,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06715,0.00463555185955630,0.02069,0.1136,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1105,0.00000125814167369,0.06593,0.1550,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1304,0.00000003833511284,0.08409,0.1767,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.004569,0.84921621343399000,-0.04256,0.05169,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1258,0.00000008749635639,0.07991,0.1717,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.09881,0.00006855428674036,0.05025,0.1474,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.01911,0.49546375993236000,-0.07408,0.03586,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.1179,0.00000608460487985,0.06695,0.1689,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.1132,0.00003171335796722,0.06000,0.1665,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06855,0.03234214287347230,0.005779,0.1313,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.04469,0.10743392194106000,-0.00973,0.09910,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.05053,0.02590834338314950,0.006078,0.09498,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),-0.00422,0.86973491031539000,-0.05475,0.04630,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.05475,0.01028189304636610,0.01295,0.09656,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.06148,0.05589301825937390,-0.00155,0.1245,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),0.02352,0.53043099640337000,-0.05000,0.09704,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),0.03796,0.22852434405040000,-0.02385,0.09977,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.005987,0.07395610788153000,-0.00058,0.01256,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.003333,0.31822169838285000,-0.00322,0.009882,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.002654,0.43111476719342000,-0.00396,0.009264,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.007383,0.03326807192200390,0.000586,0.01418,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.001102,0.75757734968956000,-0.00590,0.008104,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.006281,0.07150883151704000,-0.00055,0.01311,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.004583,0.21874138532518000,-0.00272,0.01189,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,BASO,Basophils (GI/L),-0.00715,0.05835744913780490,-0.01455,0.000253,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.01173,0.00124012265459976,0.004618,0.01884,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.006813,0.06923895847190000,-0.00054,0.01416,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,BASO,Basophils (GI/L),-0.00817,0.03852591993606840,-0.01590,-0.00043,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.01498,0.00007523472586387,0.007577,0.02238,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.005316,0.17597270834890000,-0.00239,0.01302,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,BASO,Basophils (GI/L),-0.00456,0.25257353000956000,-0.01236,0.003252,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.009872,0.01099090175717480,0.002266,0.01748,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.001875,0.64877503432623000,-0.00620,0.009949,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,BASO,Basophils (GI/L),-0.00814,0.08053685053639000,-0.01728,0.000991,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.01002,0.02038820032068180,0.001553,0.01848,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.000116,0.97951281817358000,-0.00877,0.009001,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.001754,0.74221189670536000,-0.00870,0.01221,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,BASO,Basophils (GI/L),-0.00164,0.72195531267995000,-0.01066,0.007387,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.003931,0.29829030450375000,-0.00348,0.01134,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.000260,0.95175443181099000,-0.00816,0.008676,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.003671,0.29872753340527000,-0.00326,0.01060,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.000648,0.90352411725654000,-0.00983,0.01113,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,BASO,Basophils (GI/L),-0.00890,0.15219784998424000,-0.02108,0.003285,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.009546,0.06654040336083000,-0.00065,0.01974,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.005987,0.07395610788153000,-0.00058,0.01256,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,BASO,Basophils (GI/L),0.003333,0.31822169838285000,-0.00322,0.009882,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,BASO,Basophils (GI/L),0.002654,0.43111476719342000,-0.00396,0.009264,Toeplitz
