"PARAMCD","weight","corr","contrast","VISIT","estimate","SE","df","lower.CL","upper.CL"
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",0.0346548188146587,0.123105968536064,1425,-0.254171086643528,0.323480724272845
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",-0.161329130609735,0.121708022312071,1425,-0.446875235025551,0.124216973806081
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.195983949424394,0.129859981550143,1425,-0.500655828456935,0.108687929608148
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",-0.109427071229566,0.135871379032547,1425,-0.428202631355488,0.209348488896357
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.172285122626961,0.1344643728948,1425,-0.487759625732232,0.14318938047831
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.0628580513973956,0.144478204996029,1425,-0.401826574801905,0.276110472007113
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",0.118694970159894,0.153735500651304,1425,-0.241992620415153,0.479382560734942
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",-0.247019883261439,0.157389406500962,1425,-0.616280109899841,0.122240343376964
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.365714853421333,0.175478808021337,1425,-0.777415652482416,0.0459859456397501
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",0.309464619086585,0.168165018570314,1425,-0.0850768831049588,0.70400612127813
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",0.0417077757702787,0.165289451709808,1425,-0.34608719567164,0.429502747212197
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.267756843316307,0.193570253419894,1425,-0.721903010058768,0.186389323426154
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",-0.166609374542155,0.195539546177033,1425,-0.625375810882077,0.292157061797767
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",-0.200942676067733,0.184784840277735,1425,-0.634476886007589,0.232591533872122
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.0343333015255785,0.222452247713924,1425,-0.556241155638769,0.487574552587612
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",0.364098320869433,0.224950076639299,1425,-0.16366983156747,0.891866473306335
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",0.126957658134682,0.219064794227637,1425,-0.387002698939909,0.640918015209272
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.237140662734751,0.260222556008336,1425,-0.847663582569734,0.373382257100232
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.113125059871715,0.122533409635948,1415,-0.400609781234437,0.174359661491008
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.224952103702897,0.121989890269252,1415,-0.51116163396342,0.0612574265576269
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.111827043831182,0.12441903153082,1415,-0.403735762589009,0.180081674926645
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.117131784944631,0.115132114711758,1415,-0.387251779288609,0.152988209399347
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.273571311262295,0.114488313483966,1415,-0.542180835791268,-0.0049617867333222
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.156439526317664,0.11825608511927,1415,-0.433888899357765,0.121009846722436
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.280833129409637,0.136932868648759,1415,-0.0404352308346842,0.602101489653957
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",0.148894226134327,0.133196885217094,1415,-0.163608866261339,0.461397318529994
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.131938903275309,0.1403491080619,1415,-0.46122235620915,0.197344549658531
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.0260285796935593,0.121065712809511,1415,-0.258012669277045,0.310069828664164
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",-0.164924059784603,0.119298495304941,1415,-0.444819108682933,0.114970989113728
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.190952639478162,0.127212232560803,1415,-0.489414694360402,0.107509415404078
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.115707668632744,0.13229798352093,1415,-0.426101781082271,0.194686443816783
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.162642923254329,0.130468173437292,1415,-0.468743982538976,0.143458136030317
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.0469352546215853,0.139838464481061,1415,-0.375020648773016,0.281150139529845
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.0830005465432389,0.147031968810131,1415,-0.261962061698686,0.427963154785164
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.244858932265392,0.149663923820683,1415,-0.595996565384989,0.106278700854205
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.327859478808631,0.166150976381897,1415,-0.717678608882692,0.0619596512654299
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",0.284036068924384,0.164882467361439,1415,-0.102806918044087,0.670879055892856
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",0.0123994520045777,0.161247991247781,1415,-0.365916420963404,0.390715324972559
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.271636616919807,0.187451929973741,1415,-0.711431494231338,0.168158260391725
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.21306673678439,0.190280166551323,1415,-0.659497149717347,0.233363676148567
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.283262209290001,0.179487018410628,1415,-0.704370016779486,0.137845598199485
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.070195472505611,0.213835861663664,1415,-0.57189164900457,0.431500703993348
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.3338949704658,0.217501617153053,1415,-0.176401706897225,0.844191647828825
"MCHC","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",0.0338285523610197,0.211891322523113,1415,-0.463305396622514,0.530962501344553
"MCHC","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.30006641810478,0.248866371082706,1415,-0.883950271168426,0.283817434958865
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.106915097730562,0.120769543171236,1425,-0.390259382926493,0.176429187465369
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.22435489718337,0.120301131051474,1425,-0.506600214098341,0.0578904197316017
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.117439799452808,0.122761727128728,1425,-0.405458060591613,0.170578461685998
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.121241820667084,0.115692348306063,1425,-0.392674210594576,0.150190569260409
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.274564601395914,0.11515202269853,1425,-0.544729302723953,-0.00439990006787488
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.15332278072883,0.118974641871941,1425,-0.432455946032349,0.125810384574688
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.278702877493862,0.136413205806088,1425,-0.0413438932023555,0.59874964819008
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",0.144920394062295,0.13298330831414,1425,-0.167079299302733,0.456920087427323
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.133782483431567,0.140162608099966,1425,-0.462625939823321,0.195060972960186
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.0357563571343557,0.120481379870807,1425,-0.246911851774162,0.318424566042873
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",-0.164946320732308,0.1190697443693,1425,-0.4443026114069,0.114409969942284
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.200702677866664,0.126468423259783,1425,-0.497417429346609,0.0960120736132808
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.108448721151813,0.130214455618993,1425,-0.41395225193215,0.197054809628525
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.163497413161161,0.128821812347266,1425,-0.465733584456657,0.138738758134334
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.0550486920093487,0.137972531998715,1425,-0.378753886459067,0.26865650244037
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.0891867317746987,0.147001675955445,1425,-0.25570225018611,0.434075713735507
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.243914906224603,0.149645179660292,1425,-0.595005962383876,0.107176149934669
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.333101637999302,0.165946689592493,1425,-0.722438592570269,0.0562353165716654
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",0.277772277427393,0.163974413845333,1425,-0.106937408983788,0.662481963838573
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",0.013163138903786,0.16125013475548,1425,-0.365154961589956,0.391481239397528
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.264609138523607,0.18787297062449,1425,-0.705388586482228,0.176170309435015
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.225755704940615,0.188548018493075,1425,-0.66811892104785,0.216607511166621
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.270908596745498,0.178722668138153,1425,-0.690220000284662,0.148402806793666
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.0451528918048833,0.212783511357154,1425,-0.544376374347068,0.454070590737302
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.344772001126087,0.217729998585283,1425,-0.166056716072799,0.855600718324974
"MCHC","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",0.0576856443929121,0.213479594662629,1425,-0.443170958731231,0.558542247517056
"MCHC","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.287086356733175,0.2514312638055,1425,-0.876983526567356,0.302810813101005
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",0.583361234904158,0.544976968282118,1415,-0.69524965449463,1.86197212430295
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",0.849314665684614,0.544260969344584,1415,-0.427616365497019,2.12624569686625
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.265953430780456,0.554353149584836,1415,-1.03465561305855,1.56656247461946
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",0.628947279556593,0.54643848667875,1415,-0.653092586561854,1.91098714567504
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",1.51866728585262,0.546160795302454,1415,0.237278932070084,2.80005563963515
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.889720006296025,0.560494098709276,1415,-0.425296773793752,2.2047367863858
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",0.115824394298403,0.645394200955145,1415,-1.39838281320489,1.6300316018017
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",0.373451335548729,0.635164565381721,1415,-1.11675536514418,1.86365803624163
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.257626941250326,0.664363529462748,1415,-1.30108561493011,1.81633949743076
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",0.523330800328584,0.568926176045399,1415,-0.811469101855701,1.85813070251287
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",0.786142897578254,0.565295365059469,1415,-0.540138489633567,2.11242428479008
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.26281209724967,0.596812988353097,1415,-1.1374151238168,1.66303931831614
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",0.488051400817775,0.667939457724323,1415,-1.07905090590454,2.05515370754009
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",0.60940134390879,0.66546080812879,1415,-0.951885619141584,2.17068830695916
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.121349943091016,0.708562942547763,1415,-1.54106213465577,1.7837620208378
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",-0.131402173818797,0.819783937418659,1415,-2.0547580775404,1.79195372990281
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",0.958262892014522,0.838632703677046,1415,-1.00931550034853,2.92584128437757
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",1.08966506583332,0.921089725778758,1415,-1.07137186239958,3.25070199406621
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",-0.854355148683616,0.832176425371769,1415,-2.80678598761493,1.0980756902477
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",0.00372415836789104,0.828436430333374,1415,-1.93993200078666,1.94738031752244
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.858079307051507,0.951200929961389,1415,-1.37360375083744,3.08976236494046
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",0.641163321663309,0.873807171086259,1415,-1.40894049778337,2.69126714110999
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",0.334710292921047,0.842668398142061,1415,-1.64233654157731,2.3117571274194
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.306453028742261,0.99645310958729,1415,-2.64430558186895,2.03139952438443
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",-1.34702467252878,0.985899298229376,1415,-3.66011614599109,0.966066800933522
"MCV","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",0.0958440869998187,0.965782107649051,1415,-2.17004895343293,2.36173712743257
"MCV","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",1.4428687595286,1.13833621434134,1415,-1.22786626995684,4.11360378901404
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",0.618429918510603,0.55680753782072,1415,-0.687937547624866,1.92479738464607
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",0.870236690544384,0.555396991512652,1415,-0.432821388269301,2.17329476935807
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.251806772033781,0.565713457220761,1415,-1.07545553220998,1.57906907627754
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.708522051610186,0.540025127506951,1415,-0.558470956839146,1.97551506005952
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",1.54995607830323,0.538594714896961,1415,0.28631906698022,2.81359308962624
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.841434026693043,0.554401964949038,1415,-0.459289546492839,2.14215759987893
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.173939768903027,0.649942822248194,1415,-1.35093929641359,1.69881883421965
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",0.371244476770284,0.637825894388952,1415,-1.12520616531274,1.86769511885331
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.197304707867257,0.665934077146871,1415,-1.36509262673155,1.75970204246607
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.407117605391964,0.547205640537,1415,-0.87672213729759,1.69095734808152
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",0.795889403523529,0.542249613397717,1415,-0.476322636277187,2.06810144332425
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.388771798131565,0.570030738164108,1415,-0.948619599171221,1.72616319543435
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.315659205396413,0.64219443282707,1415,-1.19104078875619,1.82235919954902
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",0.411953366394118,0.636237986264675,1415,-1.08077176665416,1.90467849944239
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0962941609977051,0.672472938446305,1415,-1.48144448112109,1.6740328031165
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",-0.0844206171663204,0.755681353214068,1415,-1.85738069322395,1.68853945889131
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",0.768292199326136,0.766363697371511,1415,-1.02973051673088,2.56631491538315
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.852712816492457,0.832888971330871,1415,-1.10138977936719,2.8068154123521
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.861518717281116,0.761715575095365,1415,-2.6486361288878,0.925598694325564
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",0.100279189923577,0.749312352692539,1415,-1.65773810158467,1.85829648143182
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.961797907204693,0.845691415519864,1415,-1.02234145259851,2.9459372670079
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",0.857305748135237,0.805759080731386,1415,-1.03314539900714,2.74775689527762
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",0.679960764143773,0.770472145686474,1415,-1.12770108725249,2.48762261554003
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.177344983991464,0.888323686467316,1415,-2.26150707694803,1.90681710896511
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",-1.26729584393785,0.923857322497847,1415,-3.43482603612215,0.900234348246446
"MCV","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",0.394697450089569,0.905337811364667,1415,-1.7293827433253,2.51877764350444
"MCV","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",1.66199329402742,1.03406590731439,1415,-0.764105433806842,4.08809202186168
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",0.674063994449366,0.552496206292288,1380,-0.622223029739301,1.97035101863803
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",0.88972890629147,0.551331054065513,1380,-0.403824394668744,2.18328220725168
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.215664911842104,0.561691594761327,1380,-1.10219667271284,1.53352649639704
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.768516623351323,0.547040460093984,1380,-0.514969927415835,2.05200317411848
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",1.58946072306483,0.545950650011933,1380,0.308531125000878,2.87039032112878
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.820944099713503,0.560898179736317,1380,-0.495055945178351,2.13694414460536
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.0826589652294516,0.634797333516444,1380,-1.40672600620618,1.57204393666508
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",0.406902046049956,0.624254340318777,1380,-1.05774656498609,1.87155065708601
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.324243080820505,0.652657540624718,1380,-1.20704616879858,1.85553233043959
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.439412515150254,0.544349611646837,1380,-0.837760667513435,1.71658569781394
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",0.785738506934766,0.54058244546961,1380,-0.482596011177226,2.05407302504676
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.346325991784512,0.568331765580465,1380,-0.9871150070238,1.67976699059282
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.463965573203537,0.636378854837699,1380,-1.02913002202258,1.95706116842965
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",0.530104772826587,0.631550236505561,1380,-0.951661739561626,2.0118712852148
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0661391996230495,0.66760603651602,1380,-1.50022276368048,1.63250116292658
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",-0.105748238551993,0.76132195962721,1380,-1.89198996520114,1.68049348809715
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",0.702176102159038,0.771563849005362,1380,-1.10809552397697,2.51244772829504
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.807924340711031,0.836504058010256,1380,-1.15471240453786,2.77056108595993
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.536857886684538,0.754083056292959,1380,-2.30611543071908,1.23239965735
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",0.176109846004662,0.746596989286338,1380,-1.57558361086988,1.9278033028792
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.7129677326892,0.837968336750498,1380,-1.25310455747232,2.67904002285072
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",0.908631403564503,0.798246271022866,1380,-0.964243507519524,2.78150631464853
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",0.674569236244361,0.774070235399857,1380,-1.14158296630789,2.49072143879661
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.234062167320142,0.890658350824062,1380,-2.32375771637468,1.85563338173439
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",-1.47198759803554,0.924900918035752,1380,-3.64202432418033,0.698049128109242
"MCV","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",0.248287723418788,0.91225444483139,1380,-1.8920773797721,2.38865282660968
"MCV","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",1.72027532145433,1.05136870884821,1380,-0.746484810825974,4.18703545373464
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",-0.0290670759877656,0.0186770054871176,1433,-0.0728860031259208,0.0147518511503895
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",-0.0157668366036796,0.0186600559497106,1433,-0.0595459977019748,0.0280123244946157
"MONO","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.0133002393840861,0.0189773935936283,1433,-0.0312234412308209,0.0578239199989931
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",-0.0140344694856769,0.0184758132785192,1433,-0.0573813709163159,0.0293124319449622
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",-0.00751771660407069,0.0184459554983497,1433,-0.0507945674104457,0.0357591342023044
"MONO","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.00651675288160616,0.0189997963050494,1433,-0.0380594876996259,0.0510929934628382
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",-0.0209282795113462,0.0225199725496742,1433,-0.0737633572216391,0.0319067981989468
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",-0.0189494684587969,0.0222348626061346,1433,-0.0711156374486344,0.0332167005310406
"MONO","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.00197881105254928,0.0233321098814783,1433,-0.0527616570370014,0.0567192791420999
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",-0.0225708451844164,0.0214280504340925,1433,-0.07284411738171,0.0277024270128772
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",-0.019820038399102,0.0214974743977832,1433,-0.070256189148244,0.03061611235004
"MONO","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.00275080678531438,0.022696788165795,1433,-0.0504991056587921,0.0560007192294209
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",-0.0120506123412764,0.0221255779523002,1433,-0.0639603838970075,0.0398591592144547
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",0.0177451997548973,0.0220576007205014,1433,-0.0340050874889993,0.0694954869987939
"MONO","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0297958120961737,0.0236026528423755,1433,-0.0255793884883412,0.0851710126806885
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",0.0016125372439834,0.0282785347924909,1433,-0.0647329514105352,0.067958025898502
"MONO","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",0.00900515439492628,0.0290058289335348,1433,-0.0590466703741473,0.0770569791639999
